Title 品名,URL 網頁,objectID,Artist 作者,Artist Inscriptions 作者款識,Colophons 題跋,Seals 印章,Museum 館藏,Museum Object Identifier 收藏號碼,Publications / Citations 出版,Authenticity Concerns 真偽問題
駿馬圖,https://digitalarchive.npm.gov.tw/Painting/Content?pid=496&Dept=P,496,Zhao Yong 趙雍,至正十二年（西元一三五二年）歲壬辰春二月仲穆畫,"Liu Yong 劉庸
渥洼之水生龍駒。古來騕□世所無。驊騮神俊出奇態。筆法妙理分錙銖。老奚倚樹春睡足。不在鞭策勞馳驅。當年畫士紀曹霸。後來韓幹同一途。我觀仲穆運神妙。胸次造化真難摸。孫陽去世王良遠。孰肯與之分賢愚。元卿好事極古□。高堂靜玩誠懽娛。并門劉庸堯輔敬跋。

Wang Guoqi 王國器
畫馬歌為元卿相公題。長林濃陰翠如織。奚官假寐坐擁膝。天池初浴汗血駒。長楸乍御奔星翼。東風漫天莎草青。長嘶齕草霜蹄輕。雄姿不受圉人縶。猛氣先空冀北群。海寧史君志飄逸。羲獻傳家世無匹。花影簾垂白日閒。興來點彩摹神迹。風鬃霧鬣群龍翔。五花斕斒吹繡香。世間神駿有如此。疑與飛電爭騰驤。吾聞曹霸善畫骨。畫肉晚自韓幹出。公麟貌得鳳頭驄。意匠慘澹殊彷彿。只今淮甸塵飛揚。安得致此真乘黃。臂槍挽弓三石強。金作僕姑射天狼。功乘歸牧華山下。賣劍買牛禾滿野。聖壽萬歲歌太平。河清海宴銷甲兵。吳興王國器德璉父。","仲穆
魏國世家
嘉慶御覽之寶
宣統御覽之寶
宣統鑑賞
無逸齋精鑑璽
晉府書畫之印
晉國奎章
敬德堂圖書印
清和珍玩
乾坤清玩
蒼巖
蕉林居士
乾印（圓印）","National Palace Museum, Taibei 台北故宮",故畫00022500000,"故宮書畫錄（卷五），第三冊，頁166
故宮書畫圖錄，第四冊，頁199-200
1.劉芳如，〈元趙雍駿馬圖〉，收入王耀庭、許郭璜、陳階晉編，《故宮書畫菁華特輯》（臺北：國立故宮博物院，1987年初版，2001年再版），頁178-179。 2.蔣復璁，〈王國器題趙雍駿馬圖〉，收入國立故宮博物院編，《元四大家》（臺北：國立故宮博物院，1975年初版，1976年二版，1984年三版），頁71。 3.童文娥，〈趙雍駿馬圖〉，收入石守謙、葛婉章主編，《大汗的世紀:蒙元時代的多元文化與藝術》（臺北：國立故宮博物院，2001年初版），頁306。 4.〈元趙雍駿馬圖〉，收入國立故宮博物院編輯委員會編，《名寶上珍》（臺北：國立故宮博物院，1995年初版一刷），頁248。 5.劉芳如，〈國之重寶 — 書畫精萃特展〉，《故宮文物月刊》，第19期（1984年10月），頁28-29。 6.劉芳如，〈元趙雍駿馬圖〉，《故宮文物月刊》，第100期（1991年7月），頁85。 7.童文娥，〈行走於蒙元的藝廊裡 — 「大汗的世紀」特展 　元趙雍駿馬圖〉，《故宮文物月刊》，第225期（2001年12月），頁22-23。 8.陳德馨，〈從趙雍《駿馬圖》看畫馬圖在元代社會網絡中的運作 〉，《國立臺灣大學美術史研究集刊》，第15期(2003)，頁133-167。 9.邱士華，〈元趙雍駿馬圖〉，收入蔡玫芬主編，《精彩一百　國寶總動員》（臺北：國立故宮博物院，2011年九月初版一刷），頁308。
劉芳如，〈元趙雍駿馬圖　軸〉，收入《國寶的形成-書畫菁華特展》（臺北：國立故宮博物院，2017.10），頁214-219、320-321。
國立故宮博物院編輯委員會，〈元趙雍駿馬圖　軸〉，收入《故宮書畫菁華特輯》（臺北：國立故宮博物院，1996.10），頁178-179。",
雨山圖,https://digitalarchive.npm.gov.tw/Painting/Content?pid=464&Dept=P,464,Gao Kegong 高克恭,克恭為孟載畫雨山圖。畫竟雨如澍。快事也。,"Qianlong emperor 清高宗 (乾隆)
畫竟雨如澍。房山自所云。展仍對佳霔。霏似落濃雲。意以運靈幻。神非關苦勤。村田阿那畔。誰者出耕耘。戊戌夏六月中澣御題。","乾隆御覽之寶
乾隆鑑賞
石渠寶笈
三希堂精鑑璽
宜子孫
石渠定鑑
寶笈重編
重華宮鑑藏寶
嘉慶御覽之寶
宣統御覽之寶
唐隺徵印
五世司馬世家家藏
唐順之印
提督江河淮海兵馬章
蕉林收藏","National Palace Museum, Taibei 台北故宮",故畫00022700000,"石渠寶笈續編（重華宮），第三冊，頁1569
故宮書畫錄（卷五），第三冊，頁168
故宮書畫圖錄，第四冊，頁11-12
1.〈元高克恭雨山圖〉，收入國立故宮博物院編輯委員會編，《山水畫墨法特展圖錄》（臺北：國立故宮博物院，1987年七月初版），頁61。",
林巒烟雨圖,https://digitalarchive.npm.gov.tw/Painting/Content?pid=450&Dept=P,450,Gao Kegong 高克恭,元統癸酉（西元一三三三年）夏六月克恭。,"Yu He 俞和
雲氣濛濛繞磵流。眼明誰辨數峰頭。深林茆屋依然見。應是前村雨腳收。至正廿三年（西元一三六三）秋七月。紫芝俞和。

Wu Kuan 吳寬
村居隱隱去???Z通舟。中有山人舊姓仇。二百年餘遺墨在。令人欲作武林游。成化庚寅（西元一七四０年）修禊日長洲吳寬。

Qianlong emperor 清高宗 (乾隆)
溟濛那辨菰蒲嶼。林鳥低飛亂烟雨。前溪漁父棹舟歸。不覺蓑衣重幾許。御題。","高氏房山
俞龢
山齋
吳寬
原博
乾隆宸翰
幾暇臨池
乾隆御覽之寶
乾隆鑑賞
石渠寶笈
三希堂精鑑璽
宜子孫
御書房鑑藏寶
嘉慶御覽之寶
宣統御覽之寶
彭氏文貞
楊氏家藏
于思緝印
桐江余詮","National Palace Museum, Taibei 台北故宮",故畫00022800000,"石渠寶笈初編（御書房），下冊，頁1106
故宮書畫錄（卷五）第三冊，頁168-169
故宮書畫圖錄，第四冊，頁7-8
1.傅申，〈從傳高克恭的〈林巒烟雨圖〉—談一位被遺忘的清初名家陸遠〉，《故宮文物月刊》，第347期（2012年2月），頁22-39。",
雲橫秀嶺,https://digitalarchive.npm.gov.tw/Painting/Content?pid=465&Dept=P,465,Gao Kegong 高克恭,(none),"Deng Wenyuan 鄧文原
往年彥敬與僕交極厚善。嘗見作畫時。真如蒙莊所謂痀僂承蜩者。蓋心手兩得。物我俱忘者也。此卷擬董元。尤得意之筆。九原不可復作矣。令人雪涕。鄧文原題。

Li Kan 李衎
予謂彥敬畫山水。秀潤有餘。而頗乏筆力。常欲以此告之。宦游南北。不得會面者。今十年矣。此軸樹老石蒼。明麗洒落。古所謂有筆有墨者。使人心降氣下。絕無可議者。其當寶之。至大己酉夏六月。薊丘李衎題。

Qianlong emperor 清高宗 (乾隆)
廻薄氣蒸澤。淋漓潤逼人。溪頭覓津渡。雲外見嶙峋。自是大家法。能傳詩者神。小亭簷柱迥。借問待誰迎。甲申夏日御題。

Wang Duo 王鐸
高尚書畫。神氣淋漓。巍峨滋長。展曰造化從毫。天地無功。丙戌正月十三日。同汴梁張雲齋憲副觀於燕山。王鐸。
日對此幀。如坐㶏水傍觀少室諸峰。何知人世繁華。封畺金革之事。丙戌王鐸又跋。為二弟仲和憲副。時年五十五。","素履齋
（一印模糊不辨）
息齋
乾隆宸翰
幾暇臨池
王鐸之印
煙潭漁叟
乾隆御覽之寶
乾隆鑑賞
石渠寶笈
三希堂精鑑璽
宜子孫
石渠定鑑
寶笈重編
寧壽宮續入石渠寶笈
樂壽堂鑑藏寶
宣統御覽之寶
宣統鑑賞
無逸齋精鑑璽
蕉林秘玩
觀其大略
心賞
安氏儀周書畫之章
安儀周家珍藏
古香書屋
安岐之印
朝鮮人","National Palace Museum, Taibei 台北故宮",故畫00022900000,"石渠寶笈續編（寧壽宮），第五冊，頁2755
故宮書畫錄（卷五），第三冊，頁169-170
故宮書畫圖錄，第四冊，頁13-14
1.劉芳如，〈元高克恭雲橫秀嶺〉，收入王耀庭、許郭璜、陳階晉編，《故宮書畫菁華特輯》（臺北：國立故宮博物院，1987年初版，2001年再版），頁172-173。 2.王耀庭，〈元高克恭雲橫秀嶺〉，收入王耀庭編，《青綠山水畫特展圖錄》（臺北：國立故宮博物院，1995年七月初版一刷），頁84。 3.胡賽蘭，〈高克恭雲橫秀嶺〉，收入石守謙、葛婉章主編，《大汗的世紀:蒙元時代的多元文化與藝術》（臺北：國立故宮博物院，2001年初版），頁312-313。 4.〈元高克恭雲橫秀嶺圖〉，收入國立故宮博物院編輯委員會編，《名寶上珍》（臺北：國立故宮博物院，1995年初版一刷），頁248。 5.劉芳如，〈國之重寶 — 書畫精萃特展〉，《故宮文物月刊》，第19期（1984年10月），頁27-28。 6.劉芳如，〈元高克恭雲橫秀嶺圖〉，《故宮文物月刊》，第100期（1991年7月），頁88-89。
劉芳如，〈元高克恭雲橫秀嶺　軸〉，收入《國寶的形成-書畫菁華特展》（臺北：國立故宮博物院，2017.10），頁180-185、317。
國立故宮博物院編輯委員會，〈元高克恭雲橫秀嶺　軸〉，收入《故宮書畫菁華特輯》（臺北：國立故宮博物院，1996.10），頁172-173。",
畫春山晴雨,https://digitalarchive.npm.gov.tw/Painting/Content?pid=443&Dept=P,443,Gao Kegong 高克恭,(none),"Li Kan 李衎
彥敬侍御。為予畫此幅。仍作詩云。青山半晴雨。色現行雲底。佛髻欲爭妍。政公勤梳洗。大德己亥（西元一二九九年）夏四月。息齋道人書。","李衎仲賓
息齋
嘉慶御覽之寶
嘉慶鑑賞
石渠寶笈
三希堂精鑑璽
宜子孫
寶笈三編
宣統御覽之寶
真賞
丹誠
都尉耿信公書畫之章
公
信公珍賞
珍祕
宜爾子孫
耿會侯鑑定書畫之章
錢雲將鑒賞
琴書堂","National Palace Museum, Taibei 台北故宮",故畫00023000000,"石渠寶笈三編（延春閣），第四冊，頁1585
故宮書畫錄（卷五），第三冊，頁170-171
故宮書畫圖錄，第四冊，頁5-6
1.吳璧雍，〈高克恭春山晴雨〉，收入石守謙、葛婉章主編，《大汗的世紀:蒙元時代的多元文化與藝術》（臺北：國立故宮博物院，2001年初版），頁313。 2.林莉娜，〈行走於蒙元的藝廊裡 — 「大汗的世紀」特展 　元高克恭春山晴雨〉，《故宮文物月刊》，第225期（2001年12月），頁28-29。",
雲巒飛瀑圖,https://digitalarchive.npm.gov.tw/Painting/Content?pid=880&Dept=P,880,Gao Kegong 高克恭,房山居士作,"Jin Wending 金文鼎
白雲掩山麓。看似碧螺浮。山下高低樹。中間水自流。金文鼎題。

Qianlong emperor 清高宗 (乾隆)
山雲互環抱。若沉復若浮。樓上憑觀者。人間第一流。乙未清和月御題。","房山
悅性
幾暇怡情
得佳趣
乾隆御覽之寶
乾隆鑑賞
石渠寶笈
三希堂精鑑璽
宜子孫
石渠定鑑
寶笈重編
寧壽宮續入石渠寶笈
樂壽堂鑒藏寶
宣統御覽之寶
柳溪","National Palace Museum, Taibei 台北故宮",故畫00023200000,"石渠寶笈續編（寧壽宮），第五冊，頁2755
故宮書畫錄（卷五），第三冊，頁171-172
故宮書畫圖錄，第四冊，頁17-18",
四季平安圖,https://digitalarchive.npm.gov.tw/Painting/Content?pid=442&Dept=P,442,Li Kan 李衎,息齋道人筆,(none),"李衎仲賓
息齋
嘉慶御覽之寶
嘉慶鑑賞
石渠寶笈
三希堂精鑑璽
宜子孫
寶笈三編
宣統御覽之寶
項子京家珍藏
項墨林鑑賞章","National Palace Museum, Taibei 台北故宮",故畫00023400000,"石渠寶笈三編（延春閣），第四冊，頁1586
故宮書畫錄（卷五），第三冊，頁172-173
故宮書畫圖錄，第四冊，頁3-4
1.胡賽蘭，〈李衎四季平安圖〉，收入石守謙、葛婉章主編，《大汗的世紀:蒙元時代的多元文化與藝術》（臺北：國立故宮博物院，2001年初版），頁293。
陳韻如，〈元李衎四季平安圖　軸〉，收入《公主的雅集-蒙元皇室與書畫鑑藏文化特展》（臺北：國立故宮博物院，2016.10），頁170-171、288-289。",
喬松竹石,https://digitalarchive.npm.gov.tw/Painting/Content?pid=503&Dept=P,503,Li Shixing 李士行,薊丘李士行遵道作,(none),"西山道人
李士行印
李遵道氏
遊戲翰墨
宣統御覽之寶
宣統鑑賞
無逸齋精鑑璽
蒼巖
蕉林居士
（一印不辨）","National Palace Museum, Taibei 台北故宮",故畫00023500000,"故宮書畫錄（卷五），第三冊，頁173
故宮書畫圖錄，第四冊，頁183-184",
溪鳧圖,https://digitalarchive.npm.gov.tw/Painting/Content?pid=485&Dept=P,485,Chen Lin 陳琳,(none),"Zhao Mengfu 趙孟頫
陳仲美戲作此圖。近世畫人皆不及也。子昂。

Qiu Yuan 仇遠
大德五年辛丑秋。仲美訪子昂學士于餘英松雪齋。霜晴谿碧。作此如活。使崔艾復生。當讓出一頭。脩飾潤色。子昂有焉。昔人有以千金換能言鴨者。此雖不能言。亦非千金勿輕與。是年除夕。題於躬行齋。南陽仇遠。

Ke Jiusi 柯九思
良工苦思可心降。底事文禽不解雙。欲採芳華波浪闊。夫容朵朵隔秋江。丹丘柯九思賦。

Qianlong emperor 清高宗 (乾隆)
寫生本自陳仲美。潤色還煩趙子昻。秋水芙蓉閒獨立。野鳬那羡善翺翔。丁亥秋日御題。","趙氏子昂
仇仁父氏
山邨居士
柯九思敬仲印
乾隆宸翰
乾隆御覽之寶
乾隆鑑賞
石渠寶笈
三希堂精鑑璽
宜子孫
石渠定鑑
寶笈重編
寧壽宮續入石渠寶笈
八徵耄念之寶
樂壽堂鑒藏寶
壽
古希天子
宣統御覽之寶
宣統鑑賞
無逸齋精鑑璽
時敏
耿會侯鑑定書畫之章
會侯珍賞
丹誠
真玩","National Palace Museum, Taibei 台北故宮",故畫00023700000,"石渠寶笈續編（寧壽宮），第五冊，頁2737
故宮書畫錄（卷五），第三冊，頁173-174
故宮書畫圖錄，第四冊，頁145-146
1.〈元陳琳溪鳧圖〉，收入劉芳如主編，《書畫裝池之美》（臺北：國立故宮博物院，2008年初版一刷），頁60。 〈元陳琳溪鳧圖〉，收入國立故宮博物院編輯委員會編，《名寶上珍》（臺北：國立故宮博物院，1995年初版一刷），頁245。 2.譚怡令，〈元陳琳溪鳧圖〉，收入譚怡令編，《畫?珍禽》（臺北：國立故宮博物院，1988年十月初版），頁88。 3.陳媛，〈帝國的回憶　國立故宮博物院瑰寶赴法展專輯二 — 陳琳溪鳧圖〉，《故宮文物月刊》，第186期（1998年9月），頁30-31。 4.劉芳如，〈別出新裁 — 溪鳧圖的補筆問題初探〉，《故宮文物月刊》，第266期（2005年5月），頁14-23。 5.李鑄晉　〈元代繪畫的復古與創新〉，《中華民國建國八十年中國藝術文物討論會論文集　書畫(上)》（臺北：國立故宮博物院，1992），頁221-237。 6.吳誦芬；〈書史留名的醫聖藥方—王獻之鴨頭丸帖與腎氣丸帖〉，《故宮文物月刊》，第355期（2012年10月份），頁88-95。
劉芳如，〈元陳琳溪鳧圖　軸〉，收入《國寶的形成-書畫菁華特展》（臺北：國立故宮博物院，2017.10），頁190-193、318。",
積雪圖,https://digitalarchive.npm.gov.tw/Painting/Content?pid=469&Dept=P,469,Liu Guandao 劉貫道,(none),"Qianlong emperor 清高宗 (乾隆)
天公玉戲變山青。有妙精神無遁形。艤舫高人步莎徑。捲帷幽士守梅瓶。別於訪戴開生面。似以映孫憐苦暝。作者豈徒誇結構。悟因一貫筆增靈。辛丑孟春月御題。","古稀天子
猶日孜孜
乾隆御覽之寶
乾隆鑑賞
石渠寶笈
三希堂精鑑璽
宜子孫
石渠定鑑
寶笈重編
乾清宮鑑藏寶
嘉慶御覽之寶
宣統御覽之寶
宣統鑑賞
無逸齋精鑑璽","National Palace Museum, Taibei 台北故宮",故畫00023800000,"石渠寶笈續編（乾清宮），第一冊，頁348
故宮書畫錄（卷五），第三冊，頁174-175
故宮書畫圖錄，第四冊，頁29-30
1.許郭璜，〈傳元劉貫道積雪圖〉，收入《李郭山水畫系特展》（臺北：國立故宮博物院，1999年初版），頁89-90。",
畫羅漢,https://digitalarchive.npm.gov.tw/Painting/Content?pid=893&Dept=P,893,Liu Guandao 劉貫道,至正十六年（西元一三五六年）中山劉貫道寫。,(none),"乾隆御覽之寶
乾隆鑑賞
秘殿珠林
三希堂精鑑璽
宜子孫
秘殿新編
珠林重定
乾清宮鑑藏寶
太上皇帝
嘉慶御覽之寶
宣統御覽之寶
志不溫飽願為良臣
清厲骨鯁之臣
太原王遜之氏收藏圖書
長此戴堯天
陳道復氏
內黃路氏
湯氏寶玩珍藏之印","National Palace Museum, Taibei 台北故宮",故畫00023900000,"秘殿珠林續編（乾清宮），頁114
故宮書畫錄（卷五），第三冊，頁175
故宮書畫圖錄，第四冊，頁27-28
1.李玉珉，〈元劉貫道畫羅漢〉，收入李玉珉主編，《羅漢畫》（臺北：國立故宮博物院，1990年初版），頁76。",
嵩陽訪真圖,https://digitalarchive.npm.gov.tw/Painting/Content?pid=1104&Dept=P,1104,Shang Qi 商琦,至正二年（西元一三四二年）九月四日。商琦寫嵩陽訪真圖。,"Qianlong emperor 清高宗 (乾隆)
松風朗助步虛詞。少室峰前曳杖遲。童子抱琴那解醳。胎仙□耳却知時。白雲滃浡丹臺靜。青嶂穹窿鐵鎖垂。玉簡倘逢論位業。不教海上覓安期。丁卯初夏。御題。","商琦之印
乾隆宸翰
幾暇臨池
乾隆御覽之寶
乾隆鑑賞
石渠寶笈
三希堂精鑑璽
宜子孫
石渠定鑑
寶笈重編
寧壽宮續入石渠寶笈
樂壽堂鑑藏寶
宣統御覽之寶
宣統鑑賞
無逸齋精鑑璽
天水趙氏
祖仁淵收藏記
成德
無功賞鑑之章","National Palace Museum, Taibei 台北故宮",故畫00024000000,"石渠寶笈續編（寧壽宮），第五冊，頁2756
故宮書畫錄（卷五），第三冊，頁176
故宮書畫圖錄，第四冊，頁151-152",
杏雨浴禽圖,https://digitalarchive.npm.gov.tw/Painting/Content?pid=684&Dept=P,684,Shang Qi 商琦,延祐二年（西元一三一五年）。集賢學士商琦畫。,"Chen Ji 陳基
鷓鴣聲裡雨絲斜。開遍千花與萬花。一幅春光無限意。晴光滿紙燦流霞。陳基。","商琦
直心符
陳基印
嘉慶御覽之寶
嘉慶鑑賞
石渠寶笈
三希堂精鑑璽
宜子孫
寶笈三編
宣統御覽之寶
青浮審定真跡","National Palace Museum, Taibei 台北故宮",故畫00024100000,"石渠寶笈三編（延春閣），第四冊，頁1587
故宮書畫錄（卷五），第三冊，頁176-177
故宮書畫圖錄，第四冊，頁149-150",
谿亭山色圖,https://digitalarchive.npm.gov.tw/Painting/Content?pid=862&Dept=P,862,Ke Jiusi 柯九思,丹丘（丘字缺）,"Cao Wen 曹文
結茅占斷一溪雲。水色山光隔座分。心遠竟忘塵外事。卷簾閑坐對爐熏。譙國曹文。為一源佳友題。","（一印漫漶不可識）
乾隆御覽之寶
乾隆鑑賞
石渠寶笈
三希堂精鑑璽
宜子孫
御書房鑑藏寶
嘉慶御覽之寶
宣統御覽之寶
宣統鑑賞
無逸齋精鑑璽
汲郡林氏家藏
游戲翰墨
（一印漫漶不可識）","National Palace Museum, Taibei 台北故宮",故畫00024200000,"石渠寶笈初編（御書房），下冊，冊1107
故宮書畫錄（卷五），第三冊，頁178
故宮書畫圖錄，第五冊，頁31-32",
